,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,0.71,3.25,2.9,3.91,3.29,1.8,0.0,64.0,4.9,1.91,2.37,1.13,1.1,8.28,Engineering,Ok,Good,0.0,0.0,0.0,Melissa Fulcher,Other,female,0.0,USA,33.0,94525
1,0.52,4.01,2.5,4.68,4.17,4.36,0.0,51.0,5.0,1.04,2.62,1.97,2.02,9.52,Quantitative,None,Good,1.0,0.0,0.0,Connie Ogle,Other,female,2.0,USA,34.0,94618
2,-0.21,3.32,2.1,6.43,4.07,2.5,0.0,18.0,2.7,-0.38,1.61,0.47,0.48,7.36,Engineering,Very Good,Good,0.0,0.0,0.0,Joyce Singleton,Other,female,0.0,Australia,30.0,95035
3,-0.32,2.42,2.3,4.23,2.35,-3.17,0.0,20.0,4.2,1.21,2.69,0.68,-0.2,6.65,Sciences,Very Good,Bad,1.0,0.0,0.0,Darla Vaughn,Other,female,0.0,China,29.0,94025
4,-0.92,2.89,0.4,3.83,2.99,-0.91,0.0,8.0,0.5,-2.52,1.55,-0.95,-1.75,4.58,Quantitative,Very Good,Bad,1.0,0.0,0.0,Ruby Chandler,Other,female,0.0,USA,26.0,94085
5,-1.03,2.42,2.2,2.61,1.86,-5.55,1.6,28.0,2.4,-0.68,1.44,-0.85,-1.33,5.1,Quantitative,Ok,Good,0.0,1.0,1.0,Mary Shelly,Other,female,0.0,China,28.0,94402
6,0.32,3.8,2.8,2.12,3.5,2.31,0.0,28.0,3.6,0.28,1.52,-0.93,0.25,7.76,Engineering,Ok,Bad,0.0,0.0,0.0,Raye Malcolm,Other,female,2.0,USA,29.0,94402
7,0.73,3.74,1.6,7.63,4.17,4.46,0.0,37.0,1.9,-0.95,1.69,-1.25,-0.03,7.44,Engineering,Very Good,Good,1.0,0.0,0.0,Gwendolyn Mann,Other,female,2.0,USA,30.0,94545
8,-1.46,2.75,0.3,2.88,1.89,-5.73,0.0,13.0,5.8,2.35,1.83,-0.56,-1.07,5.66,Humanities,Ok,Bad,0.0,1.0,1.0,Pamela Holden,Other,female,0.0,USA,28.0,94022
9,0.23,3.07,2.2,3.01,3.27,1.66,0.0,24.0,2.3,-0.39,2.2,0.7,1.13,8.56,Engineering,Ok,Good,0.0,0.0,0.0,Cammie Harrison,Other,female,0.0,Canada,30.0,94027
