,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,0.01,3.07,1.8,4.3,2.53,-1.61,0.0,7.0,3.3,-2.07,2.48,0.22,1.26,9.08,Humanities,Ok,Bad,0.0,0.0,0.0,Reginald Hakimian,Caucasian,male,0.0,USA,37.0,94043
1,-1.09,2.79,1.9,2.13,1.8,-6.16,2.8,39.0,2.6,0.27,3.15,0.98,1.11,8.64,Engineering,None,Bad,0.0,1.0,1.0,John Curly,Caucasian,male,0.0,USA,36.0,94578
2,0.44,2.78,2.4,3.69,2.54,-0.67,0.0,26.0,1.4,0.29,3.71,3.73,3.95,11.92,Quantitative,None,Bad,0.0,0.0,0.0,Leo Joseph,Caucasian,male,0.0,USA,25.0,94403
3,-0.22,3.56,2.6,4.98,2.92,-1.77,0.0,98.0,0.7,1.1,2.88,2.9,2.76,10.18,Engineering,None,Good,0.0,0.0,0.0,Eric Johnston,Caucasian,male,0.0,USA,30.0,94585
4,1.12,3.12,2.7,5.04,3.07,1.73,0.0,50.0,2.9,2.71,2.14,0.15,0.77,8.2,Humanities,Ok,Bad,0.0,0.0,0.0,Brian Mccrary,Caucasian,male,2.0,Australia,30.0,94609
5,0.04,3.22,2.2,8.41,3.78,1.24,0.0,38.0,2.7,-1.12,0.0,-5.36,-4.81,1.11,Quantitative,Ok,Good,0.0,1.0,0.0,Johnny Rankins,Caucasian,male,0.0,USA,39.0,94586
6,-0.26,2.05,1.3,1.13,2.24,-1.26,2.3,48.0,0.4,-0.97,0.79,-3.57,-2.52,4.42,Engineering,Ok,Good,0.0,0.0,0.0,Andrew Mahan,Caucasian,male,0.0,Australia,28.0,94109
7,-0.27,3.27,0.8,6.86,3.52,0.78,0.0,9.0,2.6,-3.3,1.52,-1.29,-0.96,5.91,Engineering,Very Good,Good,0.0,0.0,0.0,Jeffrey Cook,Caucasian,male,0.0,USA,32.0,94085
8,1.87,3.04,2.6,6.52,3.63,5.06,0.0,14.0,3.4,-0.77,2.89,0.62,1.05,8.67,Quantitative,Ok,Good,1.0,0.0,0.0,Michel Lytle,Caucasian,male,1.0,USA,34.0,95002
9,0.92,2.51,1.5,3.63,2.67,1.6,0.0,20.0,2.0,-0.63,0.84,-2.89,-1.56,5.54,Quantitative,Ok,Good,0.0,0.0,0.0,Marcos Lindstedt,Caucasian,male,2.0,USA,30.0,94025
