,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,0.04,2.36,0.8,2.0,2.25,-0.85,0.0,0.0,2.5,-0.58,0.76,-2.05,-1.69,4.86,Engineering,Very Good,Good,0.0,0.0,0.0,Kerry Rice,Asian,female,0.0,USA,28.0,94040
1,0.01,2.71,1.6,0.4,1.92,-2.27,0.0,29.0,0.0,-3.8,1.34,0.22,0.74,7.9,Engineering,Ok,Good,0.0,0.0,0.0,Linda Francisco,Asian,female,0.0,USA,25.0,94560
2,-0.17,3.64,1.9,3.1,2.73,-1.44,0.0,117.0,0.0,-3.43,2.04,1.59,1.24,8.18,Engineering,Very Good,Good,0.0,0.0,0.0,See Rice,Asian,female,0.0,USA,27.0,94970
3,-1.41,2.65,0.5,3.8,1.58,-7.34,0.0,22.0,5.6,2.1,3.02,0.58,0.57,8.03,Quantitative,Ok,Good,0.0,1.0,1.0,Doris Cronin,Asian,female,0.0,USA,34.0,94061
4,-1.16,1.91,1.7,3.0,1.78,-5.72,0.0,0.0,0.0,-4.03,0.89,-0.81,-1.16,5.28,Quantitative,Very Good,Good,0.0,1.0,1.0,Meredith Griffin,Asian,female,0.0,USA,28.0,94040
5,-1.81,2.18,0.9,1.2,1.99,-5.44,0.0,26.0,4.0,0.99,2.61,1.91,1.7,8.95,Engineering,None,Good,0.0,1.0,1.0,Julie Olson,Asian,female,0.0,USA,28.0,94403
6,-1.19,1.59,-0.1,-2.7,-0.56,-11.22,0.0,15.0,2.5,-0.8,1.62,1.28,2.01,9.36,Humanities,Ok,Bad,1.0,1.0,1.0,Nancy Rodriguez,Asian,female,0.0,USA,22.0,95002
7,-0.35,2.49,2.1,2.8,2.81,-0.78,0.0,6.0,2.3,-0.59,2.78,1.65,0.69,7.59,Humanities,None,Good,0.0,0.0,0.0,Margaret Smith,Asian,female,0.0,USA,24.0,94043
8,-0.59,3.53,2.8,1.6,2.68,-2.31,0.0,19.0,3.7,0.73,1.41,0.62,-0.48,5.82,Humanities,Ok,Good,0.0,0.0,0.0,Kimberly Willett,Asian,female,0.0,USA,26.0,94304
9,-1.03,3.51,0.2,0.9,1.72,-5.21,0.0,21.0,0.0,-3.44,2.04,0.3,-0.03,6.79,Quantitative,None,Bad,0.0,1.0,1.0,Sarah Beliveau,Asian,female,0.0,USA,24.0,94538
10,0.59,3.53,1.6,5.5,3.16,0.96,0.0,56.0,3.8,0.91,2.93,1.11,0.68,7.89,Quantitative,Very Good,Bad,0.0,1.0,0.0,Christine Demaria,Asian,female,0.0,USA,28.0,94595
11,-0.03,3.62,2.3,3.5,3.62,1.98,0.0,22.0,0.3,-2.41,2.07,-0.35,0.68,8.3,Quantitative,None,Good,0.0,0.0,0.0,Estelle Mcfadden,Asian,female,2.0,USA,27.0,94061
12,-0.9,3.4,1.6,3.7,2.93,-2.14,0.0,14.0,6.6,2.7,4.14,3.16,2.71,10.37,Engineering,Ok,Bad,0.0,0.0,0.0,Stella Hurrell,Asian,female,0.0,USA,37.0,95002
13,0.71,3.43,2.3,8.8,4.04,3.34,0.0,12.0,1.2,-1.57,2.51,0.85,0.44,7.4,Engineering,Very Good,Good,1.0,0.0,0.0,Anita Bien,Asian,female,2.0,China,35.0,94087
14,-1.08,3.42,2.3,1.5,3.22,-1.25,0.0,25.0,2.2,-1.06,2.18,0.92,0.69,7.73,Engineering,Ok,Bad,0.0,0.0,0.0,Dora Laughlin,Asian,female,0.0,Canada,26.0,94539
15,0.01,3.57,3.1,3.2,4.03,3.14,0.0,20.0,2.2,-0.81,2.42,0.1,-0.05,7.02,Humanities,Very Good,Good,1.0,0.0,0.0,Janice Perry,Asian,female,0.0,USA,32.0,94025
