,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,-0.34,3.02,0.4,5.97,3.06,-0.32,0.0,19.0,3.6,0.18,3.1,1.77,1.32,8.47,Quantitative,None,Bad,0.0,0.0,0.0,Janna Bertoni,Hispanic,female,0.0,Canada,30.0,94304
1,0.7,3.32,1.6,2.58,3.0,1.93,0.0,50.0,0.1,-2.3,1.18,-1.6,-1.2,5.59,Sciences,None,Good,0.0,0.0,0.0,Judith Marinelli,Hispanic,female,0.0,USA,28.0,94609
2,0.67,2.87,2.8,4.67,3.06,0.94,0.0,17.0,3.5,0.55,0.98,-1.8,-1.04,5.97,Quantitative,Ok,Good,0.0,0.0,0.0,Tiffany Sherry,Hispanic,female,0.0,USA,34.0,94301
3,0.15,2.57,1.4,4.04,1.82,-3.49,0.0,20.0,0.8,-2.07,3.76,1.92,1.15,8.49,Engineering,None,Bad,0.0,1.0,0.0,Linda Espinoza,Hispanic,female,0.0,USA,26.0,94025
4,-0.77,2.66,1.6,1.6,1.61,-5.48,1.8,0.0,3.0,-0.1,1.65,-0.81,0.13,7.44,Quantitative,Very Good,Good,0.0,1.0,1.0,Mary Esparza,Hispanic,female,0.0,USA,30.0,94040
5,-0.14,3.12,1.5,3.58,2.15,-2.99,0.0,30.0,1.5,-1.41,3.16,1.96,1.4,8.71,Humanities,Very Good,Good,0.0,1.0,0.0,Ena Corrigan,Hispanic,female,0.0,Canada,25.0,94587
6,-0.15,4.25,0.9,7.75,3.71,1.07,0.0,52.0,0.5,-2.02,3.33,3.54,2.73,10.02,Engineering,Very Good,Good,0.0,0.0,0.0,Irene Vivier,Hispanic,female,1.0,USA,29.0,94611
7,0.08,2.47,2.9,5.81,3.38,0.61,0.0,16.0,2.4,-0.67,1.49,-0.28,0.13,7.23,Quantitative,Ok,Good,0.0,0.0,0.0,Sonja Placko,Hispanic,female,0.0,USA,35.0,95134
8,0.24,3.39,2.4,5.51,4.21,3.96,0.0,4.0,2.5,-0.84,2.46,0.89,0.54,7.55,Engineering,Very Good,Good,1.0,0.0,0.0,Suzanna Neal,Hispanic,female,2.0,USA,31.0,94040
9,1.07,3.09,2.6,4.38,3.02,1.8,0.0,56.0,2.5,-0.4,2.61,2.19,1.27,8.23,Engineering,Ok,Good,0.0,0.0,0.0,Brandy Mcclellan,Hispanic,female,2.0,Mexico,27.0,94595
10,2.31,3.31,3.1,5.4,3.52,5.61,0.0,12.0,3.9,0.82,1.73,-0.4,0.28,7.52,Sciences,Ok,Good,1.0,0.0,0.0,Melody Sirles,Hispanic,female,2.0,USA,31.0,94087
11,-0.8,3.01,2.9,1.78,3.07,-1.24,0.0,43.0,6.3,3.02,2.26,-0.54,-1.38,5.15,Engineering,Ok,Bad,1.0,0.0,0.0,Elsa Mclaurin,Hispanic,female,1.0,USA,27.0,94014
12,-0.31,2.73,0.6,4.41,2.43,-1.97,1.5,36.0,2.2,-0.57,2.23,1.19,0.34,6.97,Engineering,Ok,Good,0.0,0.0,0.0,Gertrude Johns,Hispanic,female,0.0,USA,31.0,94588
13,0.18,2.43,3.1,3.65,2.67,-0.95,0.0,1.0,4.8,1.45,1.42,-1.9,-1.78,4.92,Quantitative,None,Bad,1.0,0.0,0.0,Terrie Bigelow,Hispanic,female,0.0,USA,33.0,94040
14,-0.51,2.7,0.3,2.9,1.76,-3.96,1.0,43.0,1.0,-1.73,1.31,-0.37,-0.68,5.93,Engineering,Ok,Bad,0.0,1.0,1.0,Mary Stephens,Hispanic,female,0.0,Canada,29.0,94014
15,0.8,3.44,2.4,9.01,4.75,5.95,2.1,49.0,3.2,0.31,1.28,-2.79,-3.51,2.67,Engineering,Very Good,Good,0.0,0.0,0.0,Maria Wood,Hispanic,female,2.0,USA,37.0,94502
16,0.73,2.68,3.4,4.34,3.32,2.15,0.0,43.0,3.5,0.43,0.96,-3.61,-3.18,3.44,Quantitative,Very Good,Good,0.0,1.0,0.0,Mildred Vanhuss,Hispanic,female,2.0,USA,29.0,94014
17,-0.2,3.15,2.3,6.14,3.63,0.84,0.0,35.0,2.5,-0.22,3.06,2.1,1.82,9.14,Engineering,Ok,Good,0.0,0.0,0.0,Janice Foster,Hispanic,female,0.0,USA,28.0,94566
18,-0.6,3.29,2.0,2.13,2.89,-1.09,0.0,38.0,3.8,0.46,1.95,-0.63,-0.71,6.11,Engineering,None,Good,0.0,0.0,0.0,Angela Jackson,Hispanic,female,0.0,Canada,29.0,94586
19,0.46,3.53,1.9,4.97,3.72,3.19,0.0,49.0,0.1,-2.23,2.5,-0.06,-0.62,6.19,Quantitative,Ok,Good,1.0,0.0,0.0,Lindsay Guttirez,Hispanic,female,2.0,Canada,32.0,94502
20,-0.13,2.99,2.6,3.42,2.72,-1.43,0.0,34.0,4.3,1.39,2.01,-0.69,-1.13,5.65,Sciences,None,Bad,0.0,0.0,0.0,Darlene Carsey,Hispanic,female,0.0,Mexico,35.0,94030
21,1.07,3.01,1.5,2.05,2.14,0.02,0.0,9.0,4.2,0.71,2.96,1.28,1.27,8.7,Engineering,Ok,Good,0.0,1.0,0.0,Eleanor Ramos,Hispanic,female,0.0,Canada,36.0,94085
