,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,0.33,3.41,1.9,4.15,3.55,2.45,1.7,51.0,1.9,-0.95,4.52,5.18,4.9,12.96,Engineering,Very Good,Good,0.0,0.0,0.0,James Martinez,Hispanic,male,2.0,USA,27.0,94618
1,-0.55,3.2,2.0,4.02,3.32,-0.2,0.0,6.0,5.1,1.52,0.45,-2.43,-1.95,4.63,Engineering,Very Good,Good,0.0,0.0,0.0,Michael Serrell,Hispanic,male,0.0,USA,26.0,94043
2,1.1,3.12,2.1,1.3,2.21,0.15,0.0,14.0,4.9,1.71,1.36,-2.59,-2.86,3.61,Sciences,Ok,Good,0.0,0.0,0.0,Kirk Barnett,Hispanic,male,0.0,USA,24.0,95002
3,-0.25,3.05,3.1,3.03,3.11,-0.45,1.0,50.0,1.0,-1.53,3.36,2.11,1.8,9.24,Engineering,Ok,Bad,0.0,0.0,0.0,Steven Johnson,Hispanic,male,0.0,Australia,29.0,94609
4,-0.32,3.33,1.9,-0.54,1.91,-3.21,0.0,69.0,4.4,1.42,1.66,-0.28,0.16,7.29,Engineering,None,Bad,0.0,1.0,1.0,Karl Santos,Hispanic,male,0.0,USA,23.0,94510
5,-0.19,3.08,2.0,5.05,2.79,-1.5,0.5,61.0,0.0,-2.37,2.51,1.21,2.35,10.19,Engineering,Ok,Good,0.0,0.0,0.0,Richard Thoburn,Hispanic,male,0.0,USA,29.0,94707
6,1.36,3.55,2.9,6.6,3.73,3.94,0.0,60.0,3.8,1.16,2.75,1.37,0.15,6.78,Engineering,Ok,Good,1.0,0.0,0.0,James Bellmay,Hispanic,male,2.0,USA,28.0,94707
7,-0.02,2.53,2.2,1.37,2.55,-0.5,0.0,41.0,1.9,-0.83,2.69,1.78,1.1,7.99,Engineering,Ok,Good,0.0,1.0,0.0,William Kluemper,Hispanic,male,0.0,USA,25.0,94542
8,0.56,3.36,2.1,5.15,3.78,3.54,1.8,50.0,2.6,0.16,1.74,0.93,1.44,8.77,Engineering,Very Good,Good,0.0,1.0,0.0,Richard Blunt,Hispanic,male,2.0,USA,30.0,94609
9,-1.04,2.37,2.2,3.3,1.52,-7.17,1.4,15.0,1.6,-1.52,3.07,1.18,0.33,7.2,Quantitative,Ok,Bad,0.0,1.0,1.0,Gary Templeton,Hispanic,male,0.0,USA,28.0,95002
10,-0.46,3.55,3.5,2.26,3.95,1.86,0.0,11.0,4.2,1.04,1.15,-2.07,-0.84,6.38,Engineering,Ok,Good,0.0,0.0,0.0,William Sakai,Hispanic,male,0.0,USA,29.0,94089
11,-0.76,3.9,0.9,6.83,4.89,4.6,0.0,5.0,6.0,2.33,3.74,2.0,1.66,9.13,Humanities,Very Good,Good,0.0,0.0,0.0,Morris Blossom,Hispanic,male,2.0,USA,31.0,94043
12,-0.12,3.1,2.1,2.02,2.58,-1.16,1.3,66.0,2.1,-0.34,3.05,1.77,2.07,9.61,Sciences,None,Good,0.0,0.0,0.0,Toby Obrien,Hispanic,male,1.0,Mexico,26.0,94925
13,1.33,4.03,3.5,8.81,4.93,6.63,0.0,66.0,1.4,-1.28,0.84,-3.69,-2.69,4.31,Sciences,Ok,Good,1.0,0.0,0.0,Randall Burbage,Hispanic,male,1.0,USA,32.0,94925
14,0.24,2.69,1.6,1.55,1.81,-2.73,0.0,27.0,5.9,2.17,0.28,-4.01,-3.59,2.72,Humanities,None,Good,0.0,1.0,0.0,George Allen,Hispanic,male,1.0,USA,25.0,94070
15,0.47,2.75,2.1,4.8,3.19,1.59,2.5,10.0,3.8,0.46,2.77,1.91,2.3,9.95,Engineering,Very Good,Good,0.0,0.0,0.0,Jay Brown,Hispanic,male,1.0,USA,32.0,94085
16,0.04,2.65,1.5,2.61,2.37,-1.24,0.0,24.0,4.2,0.65,0.0,-3.16,-2.13,4.4,Quantitative,Very Good,Bad,0.0,0.0,0.0,Joseph Weber,Hispanic,male,1.0,USA,27.0,94027
17,0.41,3.36,3.0,4.02,3.53,1.92,1.5,90.0,1.6,-0.86,1.43,-2.14,-2.07,4.59,Humanities,Ok,Good,0.0,0.0,0.0,John Juarez,Hispanic,male,1.0,Mexico,27.0,95476
18,0.03,2.29,1.2,1.91,1.8,-2.53,0.0,9.0,1.9,-0.95,2.93,-0.72,-0.36,7.04,Engineering,None,Bad,0.0,1.0,0.0,Nicholas Martinez,Hispanic,male,1.0,Australia,24.0,94085
19,-0.87,2.96,2.4,2.55,3.44,-0.11,0.0,7.0,3.6,0.1,2.84,0.33,0.33,7.63,Engineering,Ok,Good,0.0,0.0,0.0,Kerry Jones,Hispanic,male,1.0,USA,26.0,94043
20,0.47,2.83,1.6,5.0,2.94,0.67,0.0,44.0,4.2,1.01,3.46,4.04,4.02,11.74,Quantitative,Ok,Good,0.0,0.0,0.0,Christopher Corbett,Hispanic,male,1.0,USA,29.0,94131
21,-0.12,3.08,1.0,2.21,2.37,-1.53,0.0,14.0,3.9,0.49,1.09,-1.58,-1.13,5.75,Engineering,Ok,Good,1.0,0.0,0.0,Craig Stone,Hispanic,male,0.0,USA,25.0,95002
22,0.13,2.26,2.0,4.03,3.03,0.76,0.0,4.0,3.3,0.2,0.0,-4.16,-4.12,1.74,Quantitative,Ok,Good,0.0,0.0,0.0,Alan Porter,Hispanic,male,0.0,USA,30.0,94040
23,1.26,3.83,2.6,8.01,4.27,5.1,0.0,18.0,1.4,-1.52,3.06,1.58,2.47,10.47,Engineering,Very Good,Good,1.0,0.0,0.0,Brian Shay,Hispanic,male,2.0,USA,34.0,95035
24,0.35,3.43,2.7,7.36,3.52,0.78,0.0,69.0,4.1,1.65,2.64,3.36,2.7,9.76,Quantitative,Ok,Good,0.0,0.0,0.0,Brad Holloway,Hispanic,male,0.0,USA,30.0,94510
25,1.27,2.9,3.8,4.71,4.12,5.97,0.0,8.0,4.5,0.85,1.36,-0.16,0.19,7.15,Sciences,Ok,Good,1.0,0.0,0.0,Morgan Ramirez,Hispanic,male,2.0,USA,27.0,94085
26,1.49,3.67,3.0,6.45,4.47,6.85,2.3,48.0,3.4,0.57,3.45,1.98,1.45,8.68,Quantitative,Ok,Good,1.0,0.0,0.0,Stan Burns,Hispanic,male,2.0,USA,29.0,94109
27,-1.54,3.36,0.8,2.19,2.01,-5.95,0.0,56.0,3.0,0.18,1.09,-2.29,-2.45,3.98,Engineering,Very Good,Good,0.0,0.0,1.0,Gary Hanson,Hispanic,male,0.0,Canada,24.0,94595
28,-0.03,2.92,1.5,5.4,2.93,-0.47,0.0,45.0,6.3,3.01,2.14,1.86,2.45,9.93,Engineering,None,Bad,1.0,0.0,0.0,Joseph Woodring,Hispanic,male,0.0,USA,27.0,94105
29,0.05,2.87,1.1,3.51,1.95,-3.11,0.8,66.0,0.2,-2.27,1.68,-0.12,-0.32,6.47,Engineering,Ok,Bad,0.0,0.0,0.0,Norbert Goad,Hispanic,male,0.0,USA,28.0,94925
