,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,HireVue Score,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names,Race,Gender,Sports,Birth Origin,Age,Zip
0,-0.04,2.67,3.0,3.61,3.25,0.59,0.0,20.0,5.0,1.52,2.28,2.01,2.8,10.44,Humanities,Very Good,Good,0.0,0.0,0.0,Kyle Waters,Asian,male,0.0,USA,29.0,94025
1,0.82,2.95,1.9,7.81,3.46,2.25,0.0,2.0,0.4,-2.21,1.33,-1.81,-1.48,5.27,Quantitative,Very Good,Good,1.0,0.0,0.0,Joseph Fraga,Asian,male,2.0,China,33.0,94040
2,-0.33,2.76,2.7,3.88,3.06,-0.55,0.0,36.0,3.9,1.15,3.44,2.97,1.74,8.87,Engineering,None,Good,1.0,0.0,0.0,Mike Powell,Asian,male,0.0,USA,26.0,94588
3,-0.43,1.58,3.1,0.18,2.69,-0.5,0.0,87.0,0.0,-3.12,1.07,-3.48,-2.68,4.15,Engineering,None,Bad,0.0,0.0,0.0,Stephen Smetana,Asian,male,1.0,USA,25.0,94973
4,0.71,2.4,2.6,4.96,2.87,0.87,0.0,65.0,2.5,-0.27,1.84,0.39,-0.16,6.47,Humanities,Very Good,Good,0.0,0.0,0.0,Matthew Rhodes,Asian,male,0.0,USA,27.0,94556
5,0.15,2.71,1.5,2.84,1.8,-3.3,1.8,88.0,2.4,-0.0,2.3,0.61,0.91,8.3,Sciences,None,Good,0.0,1.0,0.0,Herbert Lee,Asian,male,0.0,USA,27.0,94973
6,1.22,3.67,0.9,8.4,4.54,6.88,0.0,51.0,0.0,-3.57,3.79,2.45,2.11,9.65,Quantitative,Very Good,Good,0.0,0.0,0.0,Daniel Perisho,Asian,male,2.0,Australia,36.0,94618
7,0.04,2.44,0.5,5.54,2.08,-2.67,0.0,31.0,0.3,-2.35,2.02,0.35,0.05,6.91,Engineering,Ok,Good,0.0,0.0,0.0,John Reed,Asian,male,0.0,USA,28.0,94544
8,0.08,3.04,0.8,6.82,3.33,1.1,2.9,41.0,4.7,1.46,2.86,1.07,0.57,7.69,Quantitative,Ok,Good,0.0,0.0,0.0,Daniel Mullins,Asian,male,2.0,USA,32.0,94542
9,-0.19,2.92,2.4,1.16,2.49,-1.25,0.0,8.0,5.2,1.88,3.05,1.1,0.04,6.92,Engineering,Ok,Bad,0.0,0.0,0.0,Tony Kane,Asian,male,0.0,USA,26.0,94085
10,-0.01,2.57,3.3,6.84,3.34,-0.34,0.0,46.0,2.9,0.07,0.79,-2.13,-1.99,4.51,Engineering,None,Good,0.0,0.0,0.0,Paul Biffle,Asian,male,0.0,USA,28.0,94019
11,-0.82,3.49,0.6,6.61,2.99,-2.18,0.0,83.0,6.3,3.36,3.41,1.8,0.75,7.9,Humanities,None,Good,0.0,0.0,0.0,Jesse Zambrano,Asian,male,0.0,USA,30.0,94503
12,0.25,3.76,3.4,5.29,5.26,7.19,0.0,28.0,2.9,-0.38,1.58,0.52,0.53,7.43,Engineering,Ok,Good,0.0,0.0,0.0,Michael Anderson,Asian,male,0.0,USA,27.0,94402
13,0.68,2.68,1.9,3.64,2.64,0.54,0.0,32.0,6.7,3.3,1.4,-1.65,-2.44,3.78,Engineering,Ok,Good,0.0,0.0,0.0,Stephen Hodge,Asian,male,0.0,USA,24.0,94544
14,1.0,2.58,2.4,6.72,2.85,0.69,0.0,45.0,0.0,-3.92,3.3,1.05,0.82,8.25,Engineering,None,Good,0.0,0.0,0.0,Charles Mattox,Asian,male,0.0,USA,30.0,94105
