,Education,GPA,Educational Prestige,Years of Experience,Soft Skills,Manager's Assessment Score,Military Tenure,Avg Commute Time,Job Tenure,Cultural Fit,Leadership Capability,Sports,Technical Aptitude,Avg Deals Closed,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,HireVue Score,Arrest Record,Criminal Record,Names,Race,Gender,Birth Origin,Age
0,-0.5740988476170528,2.448522850918421,2.9699172730456107,3.808554193663482,2.617990045256045,-2.7519626055732918,2.3301767664827615,20.79136260440222,3.6223901684042867,0.48278023353179306,2.3301767664827615,20.79136260440222,0.48278023353179306,6.622390168404287,Sciences,None,Bad,1.0,0.0,1.0,0.0,Francis Truesdale,Caucasian,male,India,21.0
1,-0.8105738049684709,2.8108991817500426,2.5696111401841084,-3.067205809002762,1.8944085615568411,-3.499248331076723,1.1706606713461087,-21.07496982348541,6.943049733554063,3.143850117367349,1.1706606713461087,-21.07496982348541,3.143850117367349,9.943049733554062,Engineering,Ok,Bad,0.0,0.0,1.0,0.0,David Stockton,Caucasian,male,United States,28.0
2,0.17640468814134186,3.1136006130740763,2.392707719301437,4.42914275179636,3.03835732916288,0.08298414842148717,3.6170714977800698,39.07202610140946,2.0452833477410546,-0.7775108689920877,3.6170714977800698,39.07202610140946,-0.7775108689920877,5.045283347741055,Quantitative,None,Good,0.0,0.0,0.0,0.0,Melvin Nichols,Caucasian,male,United States,26.0
3,0.3110551821008766,2.814982069879503,3.0934760632283957,4.396177420842912,3.0841110301186667,0.3761343088823012,0.8202706595196281,-13.453971906057063,6.914488863779726,2.9850358633439105,0.8202706595196281,-13.453971906057063,2.9850358633439105,9.914488863779727,Quantitative,Very Good,Good,1.0,0.0,0.0,0.0,Thomas Duffy,Caucasian,male,China,25.0
4,1.3153085115395546,4.154228565697991,2.9654138345461165,11.729275352115575,4.971894557636719,6.151850098566657,3.2416634090637277,5.167298788422563,4.034078159974052,1.0856625926926824,3.2416634090637277,5.167298788422563,1.0856625926926824,7.034078159974052,Engineering,Ok,Good,1.0,2.0,0.0,0.0,Floyd Lehmann,Caucasian,male,Canada,27.0
5,-0.5349043684475703,1.976350997434584,0.46447920236665396,0.9113674011181105,1.5161448580211019,-3.977195549160276,1.7974660141876775,43.69407455371433,1.2672288563910692,-1.4233551690501964,1.7974660141876775,43.69407455371433,-1.4233551690501964,4.267228856391069,Engineering,Ok,Bad,0.0,0.0,1.0,0.0,David Fisher,Caucasian,male,India,30.0
6,1.1623888663521569,2.9928262384047275,1.6188489793934386,9.2543719743021,3.8523867253166317,4.039665958858061,2.205107087807793,54.43532978651207,0.7623273676633464,-1.801509436688887,2.205107087807793,54.43532978651207,-1.801509436688887,3.7623273676633464,Quantitative,Very Good,Good,1.0,2.0,0.0,0.0,Alan Andrews,Caucasian,male,United States,23.0
7,0.06619306591386105,3.2365953390401274,2.8251698758580894,4.362708836902202,3.743376180241403,2.018300491539423,2.9117866925052134,66.84898238194526,0.00869562068336771,-2.757091529772054,2.9117866925052134,66.84898238194526,-2.757091529772054,3.0086956206833677,Quantitative,Ok,Good,0.0,2.0,0.0,0.0,Stuart Kubo,Caucasian,male,Canada,28.0
8,0.7073919241211509,2.052768150992951,2.5698917584818144,1.1231701205794975,1.9898960873199893,-1.06678343935969,1.2508411468784886,36.97325450924379,1.8164892910704016,-0.95449867035727,1.2508411468784886,36.97325450924379,-0.95449867035727,4.816489291070401,Quantitative,Ok,Bad,0.0,0.0,0.0,0.0,Tracy Buchan,Caucasian,male,Canada,25.0
9,-0.280213114286715,3.6223013215601467,2.295297741852303,2.092400689831445,3.9312953760644644,3.080353953746162,0.05842872066348792,6.157120091809695,4.499581043519106,1.5124977905409995,0.05842872066348792,6.157120091809695,1.5124977905409995,7.499581043519106,Engineering,Very Good,Good,1.0,2.0,0.0,0.0,Kenneth Tyson,Caucasian,male,Mexico,27.0
